shopid,name,join_month,join_day,join_year,item_count,follower_count,response_time,response_rate,shop_location,rating_bad,rating_good,rating_normal,rating_star,is_shopee_verified,is_official_shop
36637203,Engle OnlineShop,September,29,2017,159,131376, 10:45:20,69,"San Nicolas,Metro Manila",2690,68105,5867,4.61,1,0
456337069,Harajuku T-shirt,June,1,2021,58,575, 12:40:41,29,"Quezon City,Metro Manila",25,414,45,4.5,0,0
449182992,Yacent_thrift_Clo,May,22,2021,16,587, 08:42:38,80,"Legazpi City,Albay",0,156,2,4.96,0,0
55748694,SS Swim Shop Fashion,February,7,2018,332,1740362, 09:45:56,90,"Taytay,Rizal",29249,1438959,72966,4.75,0,0
130651949,S & U,March,3,2019,437,71832, 11:39:40,72,"San Nicolas,Metro Manila",713,55178,1719,4.83,0,0
331790042,Crop Top & Korean Top,November,3,2020,756,101509, 10:44:47,100,,230,19016,626,4.84,0,0
29392066,Clairecvc Shop,August,2,2017,972,48938, 12:53:16,41,"Binondo,Metro Manila",1995,106882,4117,4.79,0,0
446577487,XiaYuTian.ph,May,19,2021,99,469, 10:03:15,96,,3,60,2,4.68,1,0
16590993,Adol Janet ,February,14,2017,462,540604, 12:41:16,74,"Binondo,Metro Manila",2586,316508,9979,4.85,0,0
360379308,Yzanice Shop,December,20,2020,87,18441, 08:44:19,97,,33,2311,82,4.83,1,0
1083822,Naked Clothing PH,October,11,2015,519,464590, 12:11:18,53,"Taytay,Rizal",2658,377974,9068,4.88,0,0
410987698,sanyanghw.ph,March,26,2021,28,822, 08:52:50,95,,3,99,3,4.82,1,0
64360491,Yzkzks.ph,April,9,2018,702,86896, 10:33:28,92,"Pasay City,Metro Manila",403,60342,1215,4.89,0,0
46399675,ABUBOT_PH,December,5,2017,460,2218602, 09:40:17,60,"Pasig City,Metro Manila",107448,2356663,164999,4.61,0,0
325618926,Be Young Life,October,21,2020,130,20492, 10:35:03,92,,35,3969,120,4.86,1,0
324727362,Ubras,October,19,2020,258,12435, 08:04:46,97,"Binondo,Metro Manila",140,12712,377,4.85,0,0
233704744,AIL Clothes,March,6,2020,486,119534, 08:54:02,93,,462,40948,1881,4.79,1,0
49329086,Fashion studio,December,23,2017,609,30740, 10:25:52,82,"Pasay City,Metro Manila",888,30965,1728,4.71,0,0
213293624,Magandang buhay,December,23,2019,70,35619, 10:04:11,73,,81,7243,341,4.79,0,0
382931801,Stop And Shop Fashion,February,3,2021,175,46021, 08:54:13,79,"Taytay,Rizal",1950,24729,2884,4.43,0,0
326225532,Duolin Apparel Store,October,22,2020,269,40230, 08:29:29,100,,103,16418,309,4.9,1,0
328781757,Giselle G&G studio,October,28,2020,386,30369, 10:05:38,90,,33,4839,135,4.87,1,0
58830237,Happiness In Preloved,March,2,2018,19,1004, 09:41:00,39,"Pasig City,Metro Manila",0,85,3,4.9,0,0
39345649,HESTIA  CLOSET 🌸,October,19,2017,39,32536, 11:17:58,36,"Navotas City,Metro Manila",103,12390,420,4.85,0,0
170414430,justhisclothing,August,14,2019,130,18436, 10:15:25,80,"Taytay,Rizal",33,6760,151,4.89,1,0
133659038,VAMPIRE ONLINE PH,March,16,2019,265,82435, 11:37:31,79,"Taytay,Rizal",1995,39701,3229,4.58,0,0
111406552,YD Friend.PH,December,6,2018,332,19352, 11:33:50,46,"Pasay City,Metro Manila",1705,46385,3665,4.63,0,0
5302656,Ulzzaang.ph,May,3,2016,439,160926, 09:59:47,82,"Bacoor,Cavite",202,27640,685,4.87,0,0
203274779,Christine N' Tiffany,November,26,2019,209,2160, 10:33:27,86,"Meycauayan City,Bulacan",18,2154,96,4.82,0,0
157034103,CJ FASHION SHOP,June,21,2019,250,98116, 10:28:04,84,"Taytay,Rizal",1383,119482,3797,4.84,0,0
36310613,blouse NO1,September,27,2017,365,53558, 10:47:32,73,"San Nicolas,Metro Manila",1166,22077,2219,4.54,0,0
190087960,Bella Hermosa Apparel,October,20,2019,77,1169, 10:33:09,86,"Taytay,Rizal",13,810,53,4.75,0,0
36895271,HH Ladies bag,October,1,2017,426,316586, 08:00:26,79,"Binondo,Metro Manila",5842,382340,14328,4.81,0,0
203572725,DNEMNLPH,November,27,2019,423,174665, 11:15:31,89,"Cainta,Rizal",194,24621,759,4.84,1,0
284758417,The 2003 Club,July,13,2020,76,681, 09:14:21,68,"Quezon City,Metro Manila",3,147,3,4.83,0,0
418672464,XuXi Apparel Store,April,7,2021,240,19206, 08:50:13,98,,34,7077,175,4.88,1,0
415653911,Trend Craze Ph,April,3,2021,22,1348, 11:47:53,56,"Binondo,Metro Manila",13,732,42,4.77,0,0
373953071,LK Shop ph,January,16,2021,112,29365, 10:33:31,54,"Valenzuela City,Metro Manila",127,26668,700,4.88,0,0
281266301,clothingpalette.10,July,4,2020,78,128556, 11:07:05,72,"Taytay,Rizal",141,45646,765,4.92,0,0
273201142,Women's blouse-Crop Top,June,11,2020,1768,36110, 11:21:07,92,,133,14736,511,4.84,1,0
50261908,Sew- In Style,December,29,2017,71,36069, 11:10:58,85,"Pasig City,Metro Manila",131,25697,519,4.9,0,0
59054130,EAZY GOODS,March,3,2018,309,3598, 10:54:44,63,"Pasay City,Metro Manila",55,1403,111,4.62,0,0
31488555,WPFashionBRA,August,21,2017,419,360007, 08:01:00,88,"Binondo,Metro Manila",4084,387472,12773,4.83,0,0
294013171,Ladyfair Fashion and Beauty,August,8,2020,35,65736, 09:44:39,100,"Malabon City,Metro Manila",81,7307,254,4.83,1,0
41056616,Eazie  Studio,October,31,2017,521,7118, 10:44:11,38,"Pasay City,Metro Manila",112,3641,259,4.68,0,0
289135334,Dressityourself.FC,July,26,2020,76,145, 09:56:39,35,"Bacoor,Cavite",1,111,1,4.92,0,0
97301108,New Y store,October,19,2018,559,14235, 10:52:34,82,"Pasay City,Metro Manila",611,24184,1267,4.72,0,0
25811092,angelcity.💋,June,17,2017,299,943905, 10:56:23,52,"Pasay City,Metro Manila",14583,794793,34278,4.78,0,0
41311013,BuyMorePh,November,2,2017,370,1397388, 08:29:14,85,"Pasig City,Metro Manila",70386,1083258,106472,4.5,0,0
33547364,elegant dress,September,6,2017,392,425258, 09:59:55,97,"Binondo,Metro Manila",12687,237357,19262,4.57,0,0
27578365,(Infinity Dress),July,12,2017,711,135635, 10:59:40,69,"San Nicolas,Metro Manila",4742,88681,8616,4.54,0,0
299148481,wangli.ph,August,20,2020,169,355, 13:34:46,81,,0,140,6,4.84,0,0
266802542,SHUFU.PH | Fashion Women's,May,26,2020,181,3553, 08:20:48,95,,9,587,26,4.77,0,0
67883391,Meshmerize Fashion Gallery,May,3,2018,37,10796, 08:53:21,79,"Caloocan City,Metro Manila",1,1858,16,4.96,0,0
331848299,WinterSunshine ,November,3,2020,424,316, 10:04:40,92,,16,382,38,4.55,1,0
348925267,GOLF House,December,2,2020,977,184, 09:08:13,96,,0,195,10,4.81,0,0
396450171,Neighborgirl.ph,March,3,2021,383,5691, 09:09:30,93,,28,1049,47,4.76,1,0
305019436,Korean Thrift Shop,September,4,2020,120,2345, 09:29:43,67,"La Paz,Tarlac",2,878,24,4.9,0,0
21407329,patriciacai,April,30,2017,172,20835, 09:01:43,95,"Binondo,Metro Manila",47,20056,236,4.94,1,0
303372405,GDTima2.ph,August,31,2020,760,71987, 09:54:49,98,,271,17185,830,4.77,1,0
404534436,Shifanxiu clothing store,March,16,2021,1499,517, 12:43:33,73,,4,298,12,4.8,0,0
140134509,sanshop.ph,April,15,2019,260,4640, 09:08:03,73,"Caloocan City,Metro Manila",31,1226,90,4.7,0,0
296410964,uranus.ph,August,14,2020,76,1882, 09:30:50,92,,11,358,14,4.74,1,0
323746985,natapparel,October,17,2020,8,85, 10:44:21,39,"Quezon City,Metro Manila",2,561,7,4.89,0,0
299067558,moodeel.ph,August,20,2020,592,3426, 10:01:09,93,,31,859,51,4.69,0,0
304021783,amyleerui123.ph,September,2,2020,296,15985, 09:19:36,99,,78,1604,163,4.54,1,0
275139715,Nexusistic Jeans Shop❤️🌻,June,17,2020,40,2754, 08:43:01,44,"Urbiztondo,Pangasinan",4,262,22,4.71,0,0
290377008,karastore.ph,July,29,2020,939,18752, 10:57:24,91,,47,7489,177,4.88,1,0
49774260,Angelfashion.shop,December,26,2017,1041,41243, 10:34:30,81,"Tondo I / Ii,Metro Manila",776,40289,1919,4.77,0,0
294999251,vivinatural.ph,August,10,2020,850,1794, 09:46:24,88,,75,1839,151,4.61,1,0
262084827,Meteor.K,May,14,2020,313,6287, 09:22:19,89,,9,952,22,4.86,1,0
199847719,cooperneo.ph--women fashion,November,15,2019,258,4653, 10:21:10,96,,91,2480,215,4.61,1,0
86525247,samgartrading,August,28,2018,156,11988, 11:31:39,89,"Pasig City,Metro Manila",161,10990,442,4.71,0,0
301812995, Zanzea Women's Apparel,August,27,2020,2024,1328, 08:53:20,94,,15,592,22,4.77,1,0
141535018,Diya Stand,April,22,2019,328,74141, 11:06:44,56,"Binondo,Metro Manila",264,37826,956,4.87,0,0
170862865,Grace_mamerts,August,16,2019,42,312, 09:49:55,70,"Taytay,Rizal",1,298,8,4.87,0,0
147240166,88jackshop,May,14,2019,252,4396, 09:06:37,68,"Caloocan City,Metro Manila",35,1510,105,4.71,0,0
368444703,Shopping Your Wardrobe,January,5,2021,200,2171, 10:17:45,66,"Caloocan City,Metro Manila",5,448,16,4.83,0,0
375853108,kasutbb.ph,January,20,2021,213,47, 09:20:35,88,,3,51,2,4.67,0,0
192699788,korean top and oversized shirt,October,28,2019,1369,36883, 11:10:30,71,,138,11550,451,4.82,0,0
383858880,mayushop.ph,February,5,2021,21,183, 08:25:46,100,"Quezon City,Metro Manila",1,94,3,4.86,0,0
125770408,Ciao_OnlineStore,February,11,2019,761,202221, 11:44:54,22,"Mandaluyong City,Metro Manila",341,31594,1117,4.83,0,0
177084026,Maj's Collection,September,8,2019,149,1186, 11:57:09,81,"Dasmarinas City,Cavite",1,428,6,4.94,0,0
301026018,lgbclothing09,August,25,2020,24,235, 08:01:16,62,"Lipa City,Batangas",0,185,2,4.97,0,0
225905477,𝑪𝒉𝒂𝒚'𝒔 𝒄𝒍𝒐𝒕𝒉𝒆𝒔 ,February,8,2020,57,1674, 08:18:36,60,"Quezon City,Metro Manila",4,426,15,4.84,0,0
125534764,AAA_Korean_Fashion,February,9,2019,380,3388, 10:37:04,86,"San Nicolas,Metro Manila",17,699,32,4.76,0,0
35044762,RRX OnlineShop,September,16,2017,2361,361287, 12:48:06,44,"Binondo,Metro Manila",4649,175879,10417,4.71,0,0
46550151,RafrieylShopholic,December,6,2017,12,725, 09:58:14,93,"Muntinlupa City,Metro Manila",0,87,2,4.9,0,0
324938724,ahahah.ph,October,19,2020,205,27, 09:04:36,70,,0,19,0,4.89,0,0
259027993,ZIAsPreloved,May,7,2020,393,253, 08:45:11,20,"Paranaque City,Metro Manila",3,516,11,4.9,0,0
67997022,Casual Maxi Dress Elegant,May,4,2018,406,36846, 11:45:36,47,"Binondo,Metro Manila",190,14699,487,4.83,0,0
409900486,perryclothes.ph,March,25,2021,1,11, 18:41:24,75,"Quezon City,Metro Manila",0,2,0,5.0,0,0
467411881,xinyuanmeifushi.ph,June,15,2021,136,6884, 08:33:06,100,,3,727,15,4.9,1,0
288394116,Z&H🌿shop,July,23,2020,333,22066, 08:52:38,99,,43,7319,233,4.85,1,0
287232038,unipanda022,July,20,2020,293,2996, 08:39:02,78,"Valenzuela City,Metro Manila",84,7205,214,4.85,0,0
91117081,Ippeuni Agassi Shop,September,17,2018,302,9465, 08:43:26,55,"Caloocan City,Metro Manila",3,819,13,4.92,0,0
99638316,Eve’s Clothing,October,29,2018,8,206, 09:09:54,69,"Bagac,Bataan",0,12,1,4.77,0,0
203972725,Zamfashion.ph,November,28,2019,169,8199, 10:29:46,96,,18,1588,67,4.81,1,0
468832347,sincerity.ph,June,17,2021,998,23, 11:46:44,96,,0,5,3,4.0,0,0
97626012,cozyclothingph,October,21,2018,43,3029, 10:23:16,79,"Pasig City,Metro Manila",7,511,28,4.76,0,0
428201165,Fashionable Korean clothes,April,22,2021,162,165, 09:14:30,92,,0,20,2,4.82,0,0
36934404,Forever Melody,October,1,2017,493,193356, 10:33:12,84,"Taytay,Rizal",1391,68685,3330,4.76,0,0
365058565,LUCKY.HOUSE,December,29,2020,370,2718, 10:58:22,69,"Tondo I / Ii,Metro Manila",11,695,21,4.84,0,0
23250659,Vida Swimwear,May,24,2017,1217,412166, 11:02:53,91,"Valenzuela City,Metro Manila",3914,487078,13655,4.86,1,0
154035407,happyeveryday888,June,8,2019,236,30990, 11:09:53,88,"Pasay City,Metro Manila",690,27789,1918,4.69,0,0
266644184,JUNEtime Shop,May,26,2020,812,35152, 09:20:05,99,,685,16381,1423,4.6,1,0
289910163,Youth time,July,28,2020,275,7608, 08:33:59,97,,78,1290,122,4.53,1,0
26854293,BIHU WANG,July,3,2017,1843,52342, 10:52:20,80,"Santa Cruz,Metro Manila",1914,70175,4288,4.7,0,0
67752782,Lucky shopping,May,2,2018,626,357168, 12:29:59,84,"Paranaque City,Metro Manila",21735,656264,39794,4.66,0,0
254758936,Mr.H_Fashion Clothes,April,27,2020,364,16269, 10:11:56,93,,208,3304,324,4.51,0,0
456945745,Mensking.ph,June,2,2021,186,414, 10:23:25,95,,8,53,14,4.05,0,0
262503614,juness.ph,May,15,2020,532,27452, 09:05:36,99,,225,7678,587,4.65,0,0
403612075,Kaabin,March,15,2021,48,841, 10:48:12,99,,24,468,57,4.5,1,0
401150074,ZK Boutique clothing store,March,11,2021,169,534, 10:13:37,92,,24,417,35,4.51,1,0
311167337,Korean House,September,18,2020,500,1617, 10:10:51,97,,29,747,58,4.62,0,0
455573382,AG.Your convenience store,May,31,2021,135,15, 10:24:51,69,,0,5,0,5.0,0,0
63576193,EER Fashion Club,April,3,2018,335,9920, 10:31:50,85,"Paranaque City,Metro Manila",824,12609,1178,4.52,0,0
20816099,Monkey King Online,April,22,2017,486,205476, 10:59:28,64,"Guiguinto,Bulacan",10439,162083,14344,4.52,0,0
315447242,liwen.ph,September,28,2020,119,880, 09:25:59,88,,41,328,37,4.32,0,0
331245721,SALISHOP075,November,2,2020,155,29494, 10:52:39,29,"Quezon City,Metro Manila",1724,50056,3192,4.69,0,0
181039951,cqkunlai.ph,September,20,2019,988,6306, 11:10:50,64,,224,10440,403,4.79,0,0
302250255,Zero Tide Hanbok,August,28,2020,553,13194, 10:24:12,97,,170,4318,376,4.61,1,0
320078770,Monroe--Fashion women's,October,9,2020,433,4216, 09:15:04,100,,22,1705,104,4.78,0,0
323527762,ST_Fashion MEN,October,16,2020,823,3219, 08:31:03,99,,52,1264,98,4.61,1,0
412764444,la6rsf90hp,March,29,2021,10,440, 08:55:56,76,"Quezon City,Metro Manila",0,39,0,4.95,0,0
362574372,tongju.ph,December,24,2020,560,148, 09:33:39,90,,7,116,16,4.45,0,0
49313787,ONLY FASHION SHOP,December,23,2017,848,38021, 13:08:09,53,"Binondo,Metro Manila",325,17915,985,4.76,0,0
414866159, Youku Shangyi fashion store,April,1,2021,1155,289, 08:19:07,74,,1,67,6,4.67,0,0
38991357,Fantasyshoppe,October,16,2017,419,46049, 11:18:01,86,"Binondo,Metro Manila",709,38573,1283,4.81,0,0
372895129,haibinzoulu.ph,January,14,2021,131,3165, 08:17:09,100,,51,2361,132,4.73,1,0
39587061,wolfzone online shop,October,20,2017,577,35316, 11:45:07,55,"Bacoor,Cavite",2010,46359,3482,4.62,0,0
307700422,Fashion.Front,September,9,2020,313,6890, 09:06:39,98,,30,2358,86,4.82,0,0
296733620,Hip-hop clothing,August,14,2020,926,10368, 08:27:38,98,,269,3529,383,4.46,0,0
219216737,XRUI ❤ Womenjacket,January,14,2020,493,7805, 08:26:22,100,,78,2342,168,4.64,1,0
47114599,Simplediva,December,9,2017,75,35978, 09:40:12,91,"Valenzuela City,Metro Manila",826,67050,2244,4.82,1,0
323988547,fangyimo.ph,October,17,2020,77,1933, 13:50:03,46,,20,649,31,4.7,0,0
273569988,sy1688,June,12,2020,220,10929, 10:45:46,29,"Paranaque City,Metro Manila",766,10869,1121,4.49,0,0
459238505,Abigal.ph,June,5,2021,148,37, 13:10:00,67,,0,10,3,4.54,0,0
35902344,SHOP HUILISHI,September,24,2017,230,62301, 12:42:30,79,"Pasay City,Metro Manila",846,69778,2431,4.82,1,0
417317962,MEIMEITALL,April,5,2021,523,3194, 10:04:12,86,,14,1549,67,4.83,1,0
156756973,huiluotuo.ph,June,20,2019,473,10842, 10:26:12,73,,357,6632,582,4.55,0,0
51849744,adolphbob.ph,January,10,2018,289,3143, 09:30:45,65,,168,1941,228,4.4,0,0
398300573,ATS.shop,March,6,2021,32,310, 11:13:24,22,"Binondo,Metro Manila",16,887,53,4.74,0,0
202193803,JFD Shop,November,23,2019,359,7330, 09:57:31,98,,462,11276,861,4.63,0,0
320297728,Fanko.ph,October,9,2020,69,44, 12:04:01,62,,4,49,10,4.28,0,0
285414897,yesgirls2019.ph,July,15,2020,611,137, 08:41:41,100,,0,51,2,4.79,0,0
263745732,bingjian.ph,May,18,2020,472,34528, 09:54:13,99,,780,11432,1217,4.47,0,0
283754579,No. 3 men's clothing store,July,10,2020,633,11442, 10:33:44,93,,332,4981,596,4.45,0,0
308451146,DM clothes shop,September,11,2020,300,724, 09:24:05,99,,13,673,34,4.75,0,0
405162349,Tooyooman,March,17,2021,31,1186, 09:59:21,99,,34,648,51,4.59,1,0
323687693,Hallyu Studio,October,16,2020,156,18701, 09:10:10,88,,203,4117,417,4.55,0,0
69635896,DD-ONE  Fashion shop,May,16,2018,212,16858, 10:44:38,73,"Pasay City,Metro Manila",181,12804,542,4.81,0,0
277380946,Men's Clothing Oolong Club,June,23,2020,427,10742, 09:52:54,97,,389,5483,554,4.49,0,0
226484771,Blue Rae,February,10,2020,363,34862, 09:58:11,84,"Paranaque City,Metro Manila",496,24743,1377,4.74,0,0
265511974,KCJ Men's,May,22,2020,307,2906, 10:41:08,94,,81,1145,139,4.45,0,0
411521595,Wondercloth.ph,March,27,2021,432,3213, 09:49:43,88,,60,1205,109,4.58,1,0
467989456,Triple A💕,June,16,2021,157,3941, 08:48:25,98,,5,172,14,4.7,1,0
314266101,Fat Brothers men's Store,September,25,2020,461,7620, 10:37:14,100,,199,3473,366,4.51,1,0
277380823,GT_Men Clothing Store,June,23,2020,422,9485, 10:58:55,99,,278,5465,490,4.55,1,0
59347195,JUNE 29 shop,March,5,2018,434,13599, 11:52:33,57,"Bacoor,Cavite",959,23007,1659,4.62,0,0
371422543,Mollge,January,11,2021,111,3701, 10:17:58,98,,134,2251,188,4.55,0,0
291088816,Trixcy Angela’s Fashion Co.,July,31,2020,147,814, 12:23:18,84,"Taguig City,Metro Manila",11,787,33,4.82,0,0
331265826,lilishow002.ph,November,2,2020,1097,4578, 10:10:06,94,,28,1045,70,4.69,0,0
93330925,CLASSY CURVE SHOP,September,29,2018,19,24, 09:29:37,97,"Angat,Bulacan",0,4,1,4.6,0,0
197885522,Sep Sy,November,11,2019,186,444, 10:12:43,89,"Tondo I / Ii,Metro Manila",17,961,36,4.81,0,0
136746139,Solomon costumes,March,30,2019,110,3143, 13:31:36,49,"Pasay City,Metro Manila",109,1616,140,4.53,0,0
147134021,Welford Men,May,14,2019,1638,4769, 12:14:24,18,"Quezon City,Metro Manila",15,4282,40,4.94,0,0
345249237,EZGOING,November,26,2020,450,4283, 09:29:05,47,,54,990,107,4.51,0,0
399339687,Triple A💕One Site,March,8,2021,133,1460, 08:42:50,99,,56,463,57,4.3,0,0
349628990,5ngyzt5ebj,December,3,2020,100,10746, 10:49:14,91,"Pasay City,Metro Manila",229,9989,488,4.76,0,0
287258928,Popular House,July,20,2020,110,131, 09:08:42,100,,18,313,26,4.59,0,0
420881087,J&W Fashion,April,11,2021,136,1095, 10:33:12,98,,11,194,17,4.54,1,0
40841188,XiaoZhaiNv Women's clothing,October,30,2017,1923,120578, 08:56:11,99,,338,34223,1039,4.84,1,0
280520761,womenshirt.ph,July,2,2020,238,3155, 08:42:54,97,,23,794,37,4.73,0,0
469251321,ly1976.ph,June,17,2021,98,203, 10:04:35,56,,2,12,1,4.2,0,0
408422598,YJ Blouse,March,22,2021,530,7354, 10:16:00,100,,95,3846,296,4.68,1,0
91676193,amazingbox.ph,September,20,2018,4696,4064, 10:54:00,97,,124,3965,198,4.72,0,0
21315820,Sasa Lee Plain Shirt Wholesale,April,29,2017,647,25808, 10:37:25,88,"San Nicolas,Metro Manila",194,9952,501,4.75,0,0
49777359,Annahong,December,26,2017,183,13615, 12:49:53,1,"Tondo I / Ii,Metro Manila",157,8929,382,4.79,0,0
272180232,JLc.Trends,June,8,2020,171,3824, 09:13:10,72,"Santo Tomas,Pampanga",11,4812,68,4.92,0,0
275875058,small__tomato.ph,June,19,2020,519,91021, 09:58:02,96,,458,21038,1158,4.74,0,0
49814692,C&M shop.PH,December,26,2017,2190,208868, 10:25:43,88,,972,59624,2874,4.76,1,0
70189884,annathearon,May,19,2018,405,8483, 09:25:37,86,"Quezon City,Metro Manila",221,10457,459,4.79,0,0
163453772,thepinkcloset_ph,July,17,2019,134,54376, 10:27:44,97,"Taytay,Rizal",66,29131,254,4.95,0,0
442819322,YIFULAN,May,13,2021,337,730, 09:49:30,96,,11,307,24,4.64,1,0
36222507,Beauty Fashion,September,26,2017,535,27314, 09:38:29,87,"Pasay City,Metro Manila",342,19556,732,4.8,0,0
390661481,Eternal Love Women's Clothing ,February,20,2021,380,4584, 08:22:57,95,,70,2369,184,4.65,1,0
53852638,MICA SHOP,January,25,2018,385,4211, 11:53:17,47,"Santa Cruz,Metro Manila",77,5599,219,4.81,0,0
264590394,CLAIRE CLOTHING,May,20,2020,522,232793, 10:27:51,87,"Taytay,Rizal",1759,82884,4062,4.76,0,0
261982866,MOUSSY,May,14,2020,517,1710, 09:56:05,94,"Ermita,Metro Manila",6,1116,23,4.89,1,0
39898577,shienacu,October,23,2017,412,64758, 10:07:04,97,"San Nicolas,Metro Manila",379,56801,1260,4.88,0,0
10377223,R&O RedOrange,September,27,2016,246,802328, 08:07:57,90,"Pasay City,Metro Manila",5517,1260106,21426,4.91,1,0
437638760,Meet Sunshine,May,5,2021,151,677, 09:24:58,98,,16,370,36,4.57,1,0
341350505,xiaoran.ph,November,19,2020,1106,60576, 08:56:37,99,,60,7642,167,4.88,1,0
389973330,loveflower--Fashion women's,February,19,2021,1081,19765, 09:53:37,99,,52,3555,109,4.83,1,0
345537112,Alice_.ph,November,26,2020,157,682, 10:07:42,92,,4,198,12,4.72,0,0
173706878,Trendy Hot Chic Boutique ,August,28,2019,467,121617, 13:06:56,73,"Marikina City,Metro Manila",2492,173900,7494,4.79,0,0
423132166,JRS Clothing Taytay,April,14,2021,13,1783, 08:53:02,97,"Taytay,Rizal",8,532,14,4.83,0,0
381509084,dreamers.ph,February,1,2021,180,257, 10:51:19,86,,0,171,9,4.81,0,0
347488706,X.Y fashion,November,30,2020,498,4435, 09:42:22,94,,58,1755,123,4.64,1,0
243356831,CL Dress&Tops Shop,April,9,2020,93,3682, 09:42:34,98,,3,218,6,4.85,0,0
399953988,My Style.ph,March,9,2021,588,10663, 08:42:40,98,,32,1996,97,4.79,1,0
449754824,Beauty girl clothing store,May,23,2021,257,1772, 09:25:52,86,,6,218,20,4.63,1,0
291022738,sy.maII,July,31,2020,139,4075, 11:25:45,23,"Paranaque City,Metro Manila",737,6700,979,4.32,0,0
312874722,Shopping Center boutique,September,22,2020,270,176786, 10:33:40,73,"San Nicolas,Metro Manila",1121,40160,3212,4.67,1,0
10615128,Hex Manila,October,3,2016,250,132976, 13:19:15,35,"Pasig City,Metro Manila",1140,23486,2299,4.55,0,0
126018720,tops  croptop  dress,February,12,2019,1608,80660, 10:55:50,96,,411,26872,1103,4.8,1,0
36929169,AwesomeShop,October,1,2017,497,48727, 10:54:44,78,"Taytay,Rizal",287,13191,696,4.75,0,0
36754442,Kathryn Clothing,September,30,2017,593,612343, 10:24:38,83,"Taytay,Rizal",5688,276066,13114,4.76,0,0
